SUMMARY,DTSTART,DTEND,SUNRISE,SUNSET,MOONRISE,MOONSET,MONTH,WEEKDAY,PAKSHA,TITHI,TITHIEND,TITHI2,TITHI2END,NAKSHATRA,NAKSHATRAEND,NAKSHATRA2,NAKSHATRA2END,YOGA,YOGAEND,YOGA2,YOGA2END,KARANA,KARANAEND,KARANA2,KARANA2END,KARANA3,KARANA3END,SUNSIGN,MOONSIGN,RAHU KALAM,GULIKAI KALAM,YAMAGANDA
"Ashwina, Ashtami Shukla Paksha, 1941 Vikari Shaka Samvata",10/06/2019,10/07/2019,06:34 AM,06:19 PM, 01:40 PM," 12:58 AM, Oct 07Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana",Amanta Month - AshwinaPurnimanta Month - Ashwina, Raviwara, Shukla Paksha, Ashtami ,10:54 AM,None,None, Purva Ashadha ,03:05 PM,None,None, Atiganda ,11:29 PM,None,None, Bava ,10:54 AM, Balava ,11:42 PM,None,None, Kanya, Dhanu upto 09:37 PM,Rahu Kalam - 04:51 PM to 06:19 PM,Gulikai Kalam - 03:23 PM to 04:51 PM,Yamaganda - 12:27PM to 01:55 PM
"Ashwina, Navami Shukla Paksha, 1941 Vikari Shaka Samvata",10/07/2019,10/08/2019,06:34 AM,06:19 PM, 02:28 PM," 01:50 AM, Oct 08Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana",Amanta Month - AshwinaPurnimanta Month - Ashwina, Somawara, Shukla Paksha, Navami ,12:38 PM,None,None, Uttara Ashadha ,05:26 PM,None,None, Sukarman ,12:00 PM,None,None, Kaulava ,12:38 PM, Taitila ,01:41 AM,None,None, Kanya," Makara""",Rahu Kalam - 08:02 AM to 09:30 AM,Gulikai Kalam - 01:54 PM to 03:22 PM,Yamaganda - 10:58AM to 12:26 PM
"Ashwina, Dashami Shukla Paksha, 1941 Vikari Shaka Samvata",10/08/2019,10/09/2019,06:34 AM,06:18 PM, 03:12 PM," 02:41 AM, Oct 09Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana",Amanta Month - AshwinaPurnimanta Month - Ashwina, Mangalawara, Shukla Paksha, Dashami ,02:50 PM,None,None, Shravana ,08:13 PM,None,None, Dhriti ,12:47 AM,None,None, Garaja ,02:50 PM, Vanija,04:03 AM,None,None, Kanya, Makara,Rahu Kalam - 03:22 PM to 04:50 PM,Gulikai Kalam - 12:26 PM to 01:54 PM,Yamaganda - 09:30 AM to 10:58 AM
"Ashwina, Ekadashi Shukla Paksha, 1941 Vikari Shaka Samvata",10/09/2019,10/10/2019,06:34 AM,06:17 PM, 03:52 PM," 03:31 AM, Oct 10Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana",Amanta Month - AshwinaPurnimanta Month - Ashwina, Budhawara, Shukla Paksha, Ekadashi ,05:19 PM,None,None, Dhanishtha ,11:13 PM,None,None, Shula ,01:43 AM,None,None, Vishti ,05:19 PM, Bava ,Full Night,None,None, Kanya," Makara upto 09:42 AM""",Rahu Kalam - 12:26 PM to 01:54 PM,Gulikai Kalam - 10:58 AM to 12:26 PM,Yamaganda - 08:02 AM to 09:30 AM
"Ashwina, Dwadashi Shukla Paksha, 1941 Vikari Shaka Samvata",10/10/2019,10/11/2019,06:35 AM,06:16 PM, 04:30 PM," 04:20 AM, Oct 11Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana",Amanta Month - AshwinaPurnimanta Month - Ashwina, Guruwara, Shukla Paksha, Dwadashi ,07:52 PM,None,None, Shatabhisha ,02:15 AM,None,None, Ganda ,02:40 AM,None,None, Bava ,06:35 AM,Balava ,07:52 PM,None,None, Kanya," Kumbha""",Rahu Kalam - 01:53 PM to 03:21 PM,Gulikai Kalam - 09:30 AM to 10:58 AM,Yamaganda - 06:35 AM to 08:02 AM
"Ashwina, Trayodashi Shukla Paksha, 1941 Vikari Shaka Samvata",10/11/2019,10/12/2019,06:35 AM,06:15 PM, 05:06 PM," 05:08 AM, Oct 12Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana",Amanta Month - AshwinaPurnimanta Month - Ashwina, Shukrawara, Shukla Paksha, Trayodashi ,10:20 PM,None,None, Purva Bhadrapada ,05:10 AM,None,None, Vriddhi ,03:32 AM,None,None, Kaulava ,09:07 AM, Taitila ,10:20 PM,None,None, Kanya," Kumbha upto 10:28 PM""",Rahu Kalam - 10:58 AM to 12:25 PM,Gulikai Kalam - 08:02 AM to 09:30 AM,Yamaganda - 03:20 PM to 04:48 PM
"Ashwina, Chaturdashi Shukla Paksha, 1941 Vikari Shaka Samvata",10/12/2019,10/13/2019,06:35 AM,06:15 PM, 05:41 PM," 05:56 AM, Oct 13Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana",Amanta Month - AshwinaPurnimanta Month - Ashwina, Shaniwara, Shukla Paksha, Chaturdashi ,12:36 AM,None,None, Uttara Bhadrapada ,Full Night,None,None, Dhruva ,04:14 AM,None,None, Garaja ,11:30 AM, Vanija ,12:36 AM,None,None, Kanya,Meena,Rahu Kalam - 09:30 AM to 10:57 AM,Gulikai Kalam - 06:35 AM to 08:03 AM,Yamaganda - 01:52 PM to 03:20 PM
"Ashwina, Purnima Shukla Paksha, 1941 Vikari Shaka Samvata",10/13/2019,10/14/2019,06:35 AM,06:14 PM, 06:16 PM, No MoonsetShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - AshwinaPurnimanta Month - Ashwina, Raviwara, Shukla Paksha, Purnima ,02:38 AM,None,None, Uttara Bhadrapada ,07:54 AM,None,None, Vyaghata ,04:44 AM,None,None, Vishti ,01:39 PM, Bava ,02:38 AM,None,None, Kanya," Meena""",Rahu Kalam - 04:47 PM to 06:14 PM,Gulikai Kalam - 03:19 PM to 04:47 PM,Yamaganda - 12:25 PM to 01:52 PM
"Ashwina, Pratipada Krishna Paksha, 1941 Vikari Shaka Samvata",10/14/2019,10/15/2019,06:36 AM,06:13 PM, 06:51 PM, 06:45 AMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - AshwinaPurnimanta Month - Kartika, Somawara, Krishna Paksha, Pratipada ,04:21 AM,None,None, Revati ,10:21 AM,None,None, Harshana ,05:00 AM,None,None, Balava ,03:32 PM, Kaulava ,04:21 AM,None,None, Kanya, Meena upto 10:21 AM,Rahu Kalam - 08:03 AM to 09:30 AM,Gulikai Kalam - 01:52 PM to 03:19 PM,Yamaganda - 10:57 AM to 12:24 PM
"Ashwina, Dwitiya Krishna Paksha, 1941 Vikari Shaka Samvata",10/15/2019,10/16/2019,06:36 AM,06:12 PM, 07:28 PM, 07:34 AMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - AshwinaPurnimanta Month - Kartika, Mangalawara, Krishna Paksha, Dwitiya ,05:45 AM,None,None, Ashwini ,12:31 PM,None,None, Vajra ,05:02 AM,None,None, Taitila ,05:05 PM, Garaja,05:45 AM,None,None, Kanya, Mesha,Rahu Kalam - 03:18 PM to 04:45 PM,Gulikai Kalam - 12:24 PM to 01:51 PM,Yamaganda - 09:30 AM to 10:57 AM
"Ashwina, Tritiya Krishna Paksha, 1941 Vikari Shaka Samvata",10/16/2019,10/17/2019,06:36 AM,06:12 PM, 08:07 PM, 08:25 AMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - AshwinaPurnimanta Month - Kartika, Budhawara, Krishna Paksha, Tritiya ,Full Night,None,None, Bharani ,02:22 PM,None,None, Siddhi ,04:48 AM,None,None, Vanija ,06:19 PM, Vishti ,Full Night,None,None, Kanya, Mesha upto 08:47 PM,Rahu Kalam - 12:24 PM to 01:51 PM,Gulikai Kalam - 10:57 AM to 12:24 PM,Yamaganda - 08:03AM to 09:30 AM
"Ashwina, Tritiya Krishna Paksha, 1941 Vikari Shaka Samvata",10/17/2019,10/18/2019,06:37 AM,06:11 PM, 08:50 PM, 09:18 AMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - AshwinaPurnimanta Month - Kartika, Guruwara, Krishna Paksha, Tritiya ,06:48 AM,None,None, Krittika ,03:53 PM,None,None, Vyatipata,04:16 AM,None,None, Vishti ,06:48 AM, Bava ,07:12 PM,None,None," Kanya upto 01:19 AM, Oct 18"," Vrishabha""",Rahu Kalam - 01:51 PM to 03:17 PM,Gulikai Kalam - 09:30 AM to 10:57 AM,Yamaganda - 06:37 AM to 08:03 AM
"Ashwina, Chaturthi Krishna Paksha, 1941 Vikari Shaka Samvata",10/18/2019,10/19/2019,06:37 AM,06:10 PM, 09:37 PM, 10:13 AMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - AshwinaPurnimanta Month - Kartika, Shukrawara, Krishna Paksha, Chaturthi ,07:29 AM,None,None, Rohini ,05:00 PM,None,None, Varigha ,03:24 AM,None,None, Balava ,07:29 AM, Kaulava ,07:40 PM,None,None, Tula," Vrishabha upto 05:24 AM, Oct 19",Rahu Kalam - 10:57 AM to 12:24 PM,Gulikai Kalam - 08:04 AM to 09:30 AM,Yamaganda - 03:17 PM to 04:44 PM
"Ashwina, Panchami Krishna Paksha, 1941 Vikari Shaka Samvata",10/19/2019,10/20/2019,06:37 AM,06:09 PM, 10:29 PM, 11:09 AMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - AshwinaPurnimanta Month - Kartika, Shaniwara, Krishna Paksha, Panchami ,07:44 AM,None,None, Mrigashirsha ,05:41 PM,None,None, Parigha ,02:11 AM,None,None, Taitila ,07:44 AM, Garaja ,07:41 PM,None,None, Tula, Mithuna,Rahu Kalam - 09:30 AM to 10:57 AM,Gulikai Kalam - 06:37 AM to 08:04 AM,Yamaganda - 01:50 PM to 03:16 PM
"Ashwina, Shashthi Krishna Paksha, 1941 Vikari Shaka Samvata",10/20/2019,10/21/2019,06:38 AM,06:09 PM, 11:24 PM, 12:06 PMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - AshwinaPurnimanta Month - Kartika, Raviwara, Krishna Paksha, Shashthi ,07:30 AM,None,None, Ardra ,05:53 PM,None,None, Shiva,12:33 AM,None,None, Vanija ,07:30 AM, Vishti ,07:11 PM,None,None, Tula, Mithuna,Rahu Kalam - 04:42 PM to 06:09 PM,Gulikai Kalam - 03:16 PM to 04:42 PM,Yamaganda - 12:23 PM to 01:50 PM
"Ashwina, Saptami Krishna Paksha, 1941 Vikari Shaka Samvata",10/21/2019,10/22/2019,06:38 AM,06:08 PM," 12:24 AM, Oct 22", 01:01 PMShaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - AshwinaPurnimanta Month - Kartika, Somawara, Krishna Paksha, Saptami ,06:44 AM, Ashtami ,05:25 AM, Punarvasu ,05:33 PM,None,None, Siddha ,10:28 PM,None,None, Bava ,06:44 AM, Balava ,06:09 PM, Kaulava ,05:25 AM, Tula, Mithuna upto 11:41 AM,Rahu Kalam - 08:04 AM to 09:30 AM,Gulikai Kalam - 01:49 PM to 03:16 PM,Yamaganda - 10:57 AM to 12:23 PM
"Ashwina, Navami Krishna Paksha, 1941 Vikari Shaka Samvata",10/22/2019,10/23/2019,06:38 AM,06:07 PM," 01:25 AM, Oct 23", 01:55 PMShaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - AshwinaPurnimanta Month - Kartika, Mangalawara, Krishna Paksha, Navami ,03:33 AM,None,None, Pushya ,04:40 PM,None,None, Sadhya ,07:57 PM,None,None, Taitila ,04:33 PM, Garaja ,03:33 AM,None,None, Tula, Karka,Rahu Kalam - 03:15 PM to 04:41 PM,Gulikai Kalam - 12:23 PM to 01:49 PM,Yamaganda - 09:31AM to 10:57 AM
"Ashwina, Dashami Krishna Paksha, 1941 Vikari Shaka Samvata",10/23/2019,10/24/2019,06:39 AM,06:07 PM," 02:27 AM, Oct 24", 02:46 PMShaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - AshwinaPurnimanta Month - Kartika, Budhawara, Krishna Paksha, Dashami ,01:09 AM,None,None, Ashlesha ,03:14 PM,None,None, Shubha ,04:59 PM,None,None, Vanija ,02:25 PM, Vishti ,01:09 AM,None,None, Tula, Karka upto 03:14 PM,Rahu Kalam - 12:23 PM to 01:49 PM,Gulikai Kalam - 10:57 AM to 12:23 PM,Yamaganda - 08:05 AM to 09:31 AM
"Ashwina, Ekadashi Krishna Paksha, 1941 Vikari Shaka Samvata",10/24/2019,10/25/2019,06:39 AM,06:06 PM," 03:29 AM, Oct 25", 03:34 PMShaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - AshwinaPurnimanta Month - Kartika, Guruwara, Krishna Paksha, Ekadashi ,10:19 PM,None,None, Magha ,01:19 PM,None,None, Shukla ,01:38 PM,None,None, Bava ,11:47 AM, Balava ,10:19 PM,None,None, Tula, Simha,Rahu Kalam - 01:48 PM to 03:14 PM,Gulikai Kalam - 09:31 AM to 10:57 AM,Yamaganda - 06:39 AM to 08:05 AM
"Ashwina, Dwadashi Krishna Paksha, 1941 Vikari Shaka Samvata",10/25/2019,10/26/2019,06:39 AM,06:06 PM," 04:31 AM, Oct 26", 04:20 PMShaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - AshwinaPurnimanta Month - Kartika, Shukrawara, Krishna Paksha, Dwadashi ,07:08 PM,None,None, Purva Phalguni ,11:01 AM,None,None, Brahma ,09:58 AM, Indra ,06:05 AM, Kaulava ,08:45 AM, Taitila ,07:08 PM, Garaja ,05:28 AM, Tula, Simha upto 04:24 PM,Rahu Kalam - 10:57 AM to 12:22 PM,Gulikai Kalam - 08:05 AM to 09:31 AM,Yamaganda - 03:14 PM to 04:40 PM
"Ashwina, Trayodashi Krishna Paksha, 1941 Vikari Shaka Samvata",10/26/2019,10/27/2019,06:40 AM,06:05 PM," 05:33 AM, Oct 27", 05:04 PMShaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - AshwinaPurnimanta Month - Kartika, Shaniwara, Krishna Paksha, Trayodashi ,03:46 PM,None,None, Uttara Phalguni ,08:28 AM, Hasta ,05:50 AM, Vaidhriti ,02:07 AM,None,None, Vanija ,03:46 PM, Vishti,02:04 AM,None,None, Tula, Kanya,Rahu Kalam - 09:31 AM to 10:57 AM,Gulikai Kalam - 06:40 AM to 08:05 AM,Yamaganda - 01:48 PM to 03:14 PM
"Ashwina, Chaturdashi Krishna Paksha, 1941 Vikari Shaka Samvata",10/27/2019,10/28/2019,06:40 AM,06:04 PM," 06:34 AM, Oct 28", 05:49 PMShaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - AshwinaPurnimanta Month - Kartika, Raviwara, Krishna Paksha, Chaturdashi ,12:23 PM,None,None, Chitra ,03:17 AM,None,None, Vishkambha ,10:12 PM,None,None, Shakuni ,12:23 PM, Chatushpada ,10:44 PM,None,None, Tula," Kanya upto 04:32 PM""",Rahu Kalam - 04:39 PM to 06:04 PM,Gulikai Kalam - 03:13 PM to 04:39 PM,Yamaganda - 12:22 PM to 01:48 PM
"Ashwina, Amavasya Krishna Paksha, 1941 Vikari Shaka Samvata",10/28/2019,10/29/2019,06:41 AM,06:04 PM, No Moonrise, 06:34 PMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - AshwinaPurnimantaMonth - Kartika, Somawara, Krishna Paksha, Amavasya ,09:08 AM, Pratipada ,06:13 AM, Swati ,01:01 AM,None,None, Priti ,06:28 PM,None,None, Nagava,09:08 AM, Kinstughna ,07:38 PM, Bava ,06:13 AM, Tula, Tula,Rahu Kalam - 08:06 AM to 09:31 AM,Gulikai Kalam - 01:48 PM to 03:13 PM,Yamaganda - 10:57 AM to 12:22 PM
"Kartika, Dwitiya Shukla Paksha, 1941 Vikari Shaka Samvata",10/29/2019,10/30/2019,06:41 AM,06:03 PM, 07:36 AM, 07:21 PMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2076 Virodhakrit,Amanta Month - KartikaPurnimanta Month - Kartika, Mangalawara, Shukla Paksha, Dwitiya ,03:48 AM,None,None, Vishakha ,11:12 PM,None,None, Ayushman ,03:04 PM,None,None, Balava ,04:56 PM, Kaulava ,03:48 AM,None,None, Tula, Tula upto 05:36 PM,Rahu Kalam - 03:13 PM to 04:38 PM,Gulikai Kalam - 12:22 PM to 01:47 PM,Yamaganda - 09:31 AM to 10:57 AM
"Kartika, Tritiya Shukla Paksha, 1941 Vikari Shaka Samvata",10/30/2019,10/31/2019,06:41 AM,06:03 PM, 08:38 AM, 08:10 PMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2076 Virodhakrit,Amanta Month - KartikaPurnimanta Month - Kartika, Budhawara, Shukla Paksha, Tritiya ,02:01 AM,None,None, Anuradha ,10:00 PM,None,None, Saubhagya ,12:07 PM,None,None, Taitila ,02:49 PM, Garaja ,02:01 AM,None,None, Tula, Vrishchika,Rahu Kalam - 12:22 PM to 01:47 PM,Gulikai Kalam - 10:57 AM to 12:22 PM,Yamaganda - 08:07 AM to 09:32 AM
"Kartika, Chaturthi Shukla Paksha, 1941 Vikari Shaka Samvata",10/31/2019,11/01/2019,06:42 AM,06:02 PM, 09:38 AM, 09:02 PMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2076 Virodhakrit,Amanta Month - KartikaPurnimanta Month - Kartika, Guruwara, Shukla Paksha, Chaturthi ,01:01 AM,None,None, Jyeshtha ,09:32 PM,None,None, Shobhana ,09:44 AM,None,None, Vanija ,01:25 PM, Vishti ,01:01 AM,None,None, Tula, Vrishchika upto 09:32 PM,Rahu Kalam - 01:47 PM to 03:12 PM,Gulikai Kalam - 09:32 AM to 10:57 AM,Yamaganda - 06:42 AM to 08:07 AM
"Kartika, Panchami Shukla Paksha, 1941 Vikari Shaka Samvata",11/01/2019,11/02/2019,06:42 AM,06:02 PM, 10:37 AM, 09:55 PMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2076 Virodhakrit,Amanta Month - KartikaPurnimanta Month - Kartika, Shukrawara, Shukla Paksha, Panchami ,12:51 AM,None,None, Mula ,09:53 PM,None,None, Atiganda ,07:59 AM,None,None, Bava ,12:50 PM, Balava ,12:51 AM,None,None, Tula," Dhanu""",Rahu Kalam - 10:57 AM to 12:22 PM,Gulikai Kalam - 08:07 AM to 09:32 AM,Yamaganda - 03:12 PM to 04:37 PM
"Kartika, Shashthi Shukla Paksha, 1941 Vikari Shaka Samvata",11/02/2019,11/03/2019,06:43 AM,06:01 PM, 11:32 AM, 10:48 PMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2076 Virodhakrit,Amanta Month - KartikaPurnimanta Month - Kartika, Shaniwara, Shukla Paksha, Shashthi ,01:31 AM,None,None, Purva Ashadha ,11:02 PM,None,None, Sukarman ,06:53 AM, Dhriti ,06:25 AM, Kaulava ,01:05 PM, Taitila ,01:31 AM,None,None, Tula," Dhanu upto 05:27 AM, Nov 03",Rahu Kalam - 09:32 AM to 10:57 AM,Gulikai Kalam - 06:43 AM to 08:07 AM,Yamaganda - 01:47 PM to 03:11 PM
"Kartika, Saptami Shukla Paksha, 1941 Vikari Shaka Samvata",11/03/2019,11/04/2019,06:43 AM,06:01 PM, 12:22 PM, 11:42 PMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2076 Virodhakrit,Amanta Month - KartikaPurnimanta Month - Kartika, Raviwara, Shukla Paksha, Saptami ,02:56 AM,None,None, Uttara Ashadha ,12:56 AM,None,None, Shula ,06:31 AM,None,None, Garaja ,02:08 PM, Vanija ,02:56 AM,None,None, Tula, Makara,Rahu Kalam - 04:36 PM to 06:01 PM,Gulikai Kalam - 03:11 PM to 04:36 PM,Yamaganda - 12:22 PM to 01:47 PM
"Kartika, Ashtami Shukla Paksha, 1941 Vikari Shaka Samvata",11/04/2019,11/05/2019,06:44 AM,06:00 PM, 01:09 PM," 12:34 AM, Nov 05Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2076 Virodhakrit",Amanta Month - KartikaPurnimanta Month - Kartika, Somawara, Shukla Paksha, Ashtami ,04:57 AM,None,None, Shravana ,03:24 AM,None,None, Ganda ,Full Night,None,None, Vishti ,03:53 PM, Bava ,04:57 AM,None,None, Tula," Makara""",Rahu Kalam - 08:08 AM to 09:33 AM,Gulikai Kalam - 01:46 PM to 03:11 PM,Yamaganda - 10:57 AM to 12:22 PM
"Kartika, Navami Shukla Paksha, 1941 Vikari Shaka Samvata",11/05/2019,11/06/2019,06:44 AM,06:00 PM, 01:51 PM," 01:25 AM, Nov 06Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2076 Virodhakrit",Amanta Month - KartikaPurnimanta Month - Kartika, Mangalawara, Shukla Paksha, Navami ,Full Night,None,None, Dhanishtha ,06:16 AM,None,None, Ganda ,07:02 AM,None,None, Balava ,06:07 PM, Kaulava ,Full Night,None,None, Tula," Makara upto 04:48 PM""",Rahu Kalam - 03:11 PM to 04:35 PM,Gulikai Kalam - 12:22 PM to 01:46 PM,Yamaganda - 09:33 AM to 10:57 AM
"Kartika, Navami Shukla Paksha, 1941 Vikari Shaka Samvata",11/06/2019,11/07/2019,06:45 AM,05:59 PM, 02:30 PM," 02:14 AM, Nov 07Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2076 Virodhakrit",Amanta Month - KartikaPurnimanta Month - Kartika, Budhawara, Shukla Paksha, Navami ,07:21 AM,None,None, Shatabhisha ,Full Night,None,None, Vriddhi ,07:50 AM,None,None, Kaulava ,07:21 AM, Taitila ,08:38 PM,None,None, Tula, Kumbha,Rahu Kalam - 12:22 PM to 01:46 PM,Gulikai Kalam - 10:58 AM to 12:22 PM,Yamaganda - 08:09 AM to 09:33 AM
"Kartika, Dashami Shukla Paksha, 1941 Vikari Shaka Samvata",11/07/2019,11/08/2019,06:45 AM,05:59 PM, 03:06 PM," 03:03 AM, Nov 08Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2076 Virodhakrit",Amanta Month - KartikaPurnimanta Month - Kartika, Guruwara, Shukla Paksha, Dashami ,09:55 AM,None,None, Shatabhisha ,09:16 AM,None,None, Dhruva ,08:44 AM,None,None, Garaja ,09:55 AM, Vanija ,11:11 PM,None,None, Tula," Kumbha upto 05:30 AM, Nov 08",Rahu Kalam - 01:46 PM to 03:10 PM,Gulikai Kalam - 09:34 AM to 10:58 AM,Yamaganda - 06:45 AM to 08:09 AM
"Kartika, Ekadashi Shukla Paksha, 1941 Vikari Shaka Samvata",11/08/2019,11/09/2019,06:46 AM,05:59 PM, 03:41 PM," 03:51 AM, Nov 09Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2076 Virodhakrit",Amanta Month - KartikaPurnimanta Month - Kartika, Shukrawara, Shukla Paksha, Ekadashi ,12:24 PM,None,None, Purva Bhadrapada ,12:13 PM,None,None, Vyaghata ,09:35 AM,None,None, Vishti ,12:24 PM, Bava ,01:34 AM,None,None, Tula, Meena,Rahu Kalam - 10:58 AM to 12:22 PM,Gulikai Kalam - 08:10 AM to 09:34 AM,Yamaganda - 03:10 PM to 04:34 PM
"Kartika, Dwadashi Shukla Paksha, 1941 Vikari Shaka Samvata",11/09/2019,11/10/2019,06:46 AM,05:58 PM, 04:16 PM," 04:39 AM, Nov 10Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2076 Virodhakrit",Amanta Month - KartikaPurnimanta Month - Kartika, Shaniwara, Shukla Paksha, Dwadashi ,02:39 PM,None,None, Uttara Bhadrapada ,02:57 PM,None,None, Harshana ,10:17 AM,None,None, Balava ,02:39 PM, Kaulava ,03:39 AM,None,None, Tula, Meena,Rahu Kalam - 09:34 AM to 10:58 AM,Gulikai Kalam - 06:46 AM to 08:10 AM,Yamaganda - 01:46 PM to 03:10 PM
"Kartika, Trayodashi Shukla Paksha, 1941 Vikari Shaka Samvata",11/10/2019,11/11/2019,06:47 AM,05:58 PM, 04:50 PM," 05:29 AM, Nov 11Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2076 Virodhakrit",Amanta Month - KartikaPurnimanta Month - Kartika, Raviwara, Shukla Paksha, Trayodashi ,04:33 PM,None,None, Revati ,05:20 PM,None,None, Vajra ,10:43 AM,None,None, Taitila ,04:33 PM, Garaja ,05:21 AM,None,None, Tula," Meena upto 05:20 PM""",Rahu Kalam - 04:34 PM to 05:58 PM,Gulikai Kalam - 03:10 PM to 04:34 PM,Yamaganda -12:22 PM to 01:46 PM
"Kartika, Chaturdashi Shukla Paksha, 1941 Vikari Shaka Samvata",11/11/2019,11/12/2019,06:47 AM,05:58 PM, 05:27 PM," 06:20 AM, Nov 12Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2076 Virodhakrit",Amanta Month - KartikaPurnimanta Month - Kartika, Somawara, Shukla Paksha, Chaturdashi ,06:02 PM,None,None, Ashwini ,07:18 PM,None,None, Siddhi ,10:50 AM,None,None, Vanija ,06:02 PM, Vishti ,06:36 AM,None,None, Tula, Mesha,Rahu Kalam - 08:11 AM to 09:35 AM,Gulikai Kalam - 01:46 PM to 03:10 PM,Yamaganda - 10:59 AM to12:22 PM
"Kartika, Purnima Shukla Paksha, 1941 Vikari Shaka Samvata",11/12/2019,11/13/2019,06:48 AM,05:57 PM, 06:06 PM, No MoonsetShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2076 Virodhakrit,Amanta Month - KartikaPurnimanta Month - Kartika, Mangalawara, Shukla Paksha, Purnima ,07:04 PM,None,None, Bharani ,08:52 PM,None,None, Vyatipata,10:38 AM,None,None, Bava ,07:04 PM, Balava ,Full Night,None,None, Tula," Mesha upto 03:12 AM, Nov 13",Rahu Kalam - 03:10 PM to 04:34 PM,Gulikai Kalam - 12:22 PM to 01:46 PM,Yamaganda - 09:35 AM to 10:59 AM
"Kartika, Pratipada Krishna Paksha, 1941 Vikari Shaka Samvata",11/13/2019,11/14/2019,06:48 AM,05:57 PM, 06:48 PM, 07:13 AMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2076 Virodhakrit,Amanta Month - KartikaPurnimanta Month - Margashirsha, Budhawara, Krishna Paksha, Pratipada ,07:42 PM,None,None, Krittika ,10:02 PM,None,None, Varigha ,10:06 AM,None,None, Balava ,07:26 AM, Kaulava ,07:42 PM,None,None, Tula," Vrishabha""",Rahu Kalam - 12:23 PM to 01:46 PM,Gulikai Kalam - 10:59 AM to 12:23 PM,Yamaganda - 08:12 AM to 09:35AM
